4) Specifica il codice ISTAT del tuo comune,6) Il tuo territorio ha problemi di connettività a internet? ,"7) Il tuo sindaco o un assessore, ti ha incontrato come Digital Champion?","8) Il comune durante il 2014-15, ha organizzato o finanzia iniziative per aumentare la cultura digitale?",10) C'è e come ci si registra al wi fi pubblico nel comune di cui sei DC?,"11) Il wi fi pubblico, per quanto tempo è accessibile al giorno?",12) Hai verificato la qualità del sito web del tuo comune?   ,13) Quali servizi on line ci sono?,14) Il tuo comune è presente su facebook? E come viene gestito?,15) Il tuo comune è presente su twitter e come viene gestito? *,18) Il tuo comune rilascia dati in formato aperto e riusabile (open data) *,C'è una comunità che organizza Coderdojo? Quanto è attiva?,20) Ci sono iniziative di alfabetizzazione digitale?  *,22) Puoi segnalare quante startup innovative ci sono nella provincia del tuo comune?,23) Puoi segnalare quanti incubatori registrati ci sono nel tuo comune?,"25) Ci sono altri spazi adibiti alla promozione del digitale come coworking, fablab e altro?  *",29) Quale priorità segnali per il tuo comune?  *,Comune,Provincia,Regione,Grandezza_comune,Abitanti,,,,,,,,,,,,,,,,,,,,,,,,,,Scegli un tema che vorresti approfondire come digital champion
37061,la connettività non supera i 20 Megabit,si,"si, ha organizzato più eventi",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi per situazioni di emergenza, Pagamento multe, Sportello Unico online","è presente e risponde a commenti e domande, è presente anche durante il weekend",non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,http://www.ogginnovation.org/,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",nessuna,Nessuno,si,"aumentare la connettività, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare formazione di tecnologie open source",Valsamoggia,BO,EMR,GRANDE,30362,,,,,,,,,,,,,,,,,,,,,,,,,,
37054,la connettività non supera i 10 Megabit,no,"no, non hai mai organizzato nulla",ci si registra passando per un ufficio,non a conoscenza,oltre 60 indicatori soddisfatti,,è presente ma non risponde a commenti e domande,è presente ma non risponde ai commenti,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura",San Lazzaro di Savena,BO,EMR,GRANDE,31457,,,,,,,,,,,,,,,,,,,,,,,,,,
37042,la connettività non supera i 10 Megabit,si,"no, non hai mai organizzato nulla","stanno provvedendo a cablarlo, non so che regole applicheranno",,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Pagamento online tasse e tariffe comunali","non è presente su facebook, è presente ma non risponde a commenti e domande",non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,sto cercando di organizzare il primo evento coderdojo con grande difficoltà,Non c'è stata nessuna iniziativa,0,0,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo",Monte San Pietro,BO,EMR,MEDIO,10956,,,,,,,,,,,,,,,,,,,,,,,,,,
37039,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",tramite mail,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Sportello Unico online",è presente e risponde a commenti e domande,è presente ma non risponde ai commenti,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,1,0,no,"supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura, creazione di portale delle attività produttive e della formazione",Molinella,BO,EMR,MEDIO,15821,,,,,,,,,,,,,,,,,,,,,,,,,,
37019,58% 30 Mbit,Ho contatti con un consigliere Comunale,"si, ha organizzato più eventi",ci sono sia il caso 2 che il 4 partendo dall'alto,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Pagamento online tasse e tariffe comunali, Anagrafe/Biblioteca/Prenotazione sale",è presente e risponde a commenti e domande,è presente e risponde,non esiste una sezione open data,"La comunità c'è, molto in gamba pure, ma organizza Coderdojo in altri paesi limitrofi",Non c'è stata nessuna iniziativa,3,0,"Non ancora, era in progetto per il 2015 ma ancora non è nato","supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source",Castel Maggiore,BO,EMR,MEDIO,17466,,,,,,,,,,,,,,,,,,,,,,,,,,
37009,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, URP online",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,c'è all'interno dell'unione di comuni,Saltuariamente vengono organizzati incontri ma nulla di continuativo,90,1,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende",Calderara di Reno,BO,EMR,MEDIO,13163,,,,,,,,,,,,,,,,,,,,,,,,,,
37006,Non abbiamo problemi di connettività,si,"si, ha organizzato eventi e ha un'agenda digitale",il wi fi pubblico c'è e non è necessaria nessuna iscrizione,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi traffico e mobilità, Pagamento online tasse e tariffe comunali, Pagamento multe, Sportello Unico online",è presente e risponde a commenti e domande,è presente e risponde,esiste una sezione o portale open data con dataset di vari uffici aggiornati e con infografiche di supporto. Il comune si attiva anche nell'incentivarne il riuso,1 volta al mese,Ci sono iniziative per l’alfabetizzazione verso giovani,533,2,si,"aumentare il wi fi pubblico, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, aumentare le politiche a supporto delle startup",Bologna,BO,EMR,GRANDE,380181,,,,,,,,,,,,,,,,,,,,,,,,,,
36045,la connettività non supera i 20 Megabit,si,"si, ha organizzato 1 evento",tramite servizi collegati al telefono mobile (es. sms o telefonata),massimo 1h,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi per situazioni di emergenza, URP online, Sportello Unico online","è presente e risponde a commenti e domande, è presente anche durante il weekend",non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,2,1,si,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, aumentare formazione di tecnologie open source",Spilamberto,MO,EMR,MEDIO,12318,,,,,,,,,,,,,,,,,,,,,,,,,,
36043,Comune di montagna con zone scoperte anche da ADSL,si,"no, non hai mai organizzato nulla",il servizio è offerto dalla Regione tramite Lepida - Servizio Wisper,non c'è nessun limite,fino a 50 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,nessuno,nessuno,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo",Sestola,MO,EMR,PICCOLO,2642,,,,,,,,,,,,,,,,,,,,,,,,,,
36040,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",ci si registra passando per un ufficio,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per situazioni di emergenza, App Sassuolo Turismo","è presente e risponde a commenti e domande, è presente anche durante il weekend",è presente ma non risponde ai commenti,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,112 in Provincia di Modena,0,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, avviare coderdojo, aumentare le politiche a supporto delle startup",Sassuolo,MO,EMR,GRANDE,41290,,,,,,,,,,,,,,,,,,,,,,,,,,
36030,la connettività non supera i 20 Megabit,No. Aspettano la lettera ufficiale da parte dell'Associazione,"no, non hai mai organizzato nulla","Progetto Veneto FreeWiFi, registrazione con sms",non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,nessuna,nessuno,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende",Pavullo nel Frignano,MO,EMR,MEDIO,17350,,,,,,,,,,,,,,,,,,,,,,,,,,
36028,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi per situazioni di emergenza, Contributi Terremoto Emilia",è presente e risponde a commenti e domande,è presente e risponde,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Ci sono iniziative per l’alfabetizzazione verso anziani,0,0,in previsione,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, aumentare formazione di tecnologie open source",Novi di Modena,MO,EMR,MEDIO,11476,,,,,,,,,,,,,,,,,,,,,,,,,,
36027,la connettività non supera i 100 Megabit,si,"si, ha organizzato più eventi",ci si registra passando per un ufficio,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Pagamento online tasse e tariffe comunali, Pagamento multe",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",1,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, avviare coderdojo, Migliorare il sito Web e i sistemi informativi",Nonantola,MO,EMR,MEDIO,15489,,,,,,,,,,,,,,,,,,,,,,,,,,
36023,la connettività non supera i 100 Megabit,si,"si, ha organizzato eventi e ha un'agenda digitale",il wi fi pubblico c'è e non è necessaria nessuna iscrizione,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità, Servizi informativi per situazioni di emergenza, Pagamento online tasse e tariffe comunali, Pagamento multe, URP online, Sportello Unico online","è presente e risponde a commenti e domande, è presente anche durante il weekend",è presente e risponde anche durante i weekend,"esiste una sezione o portale open data con dataset di vari uffici aggiornati e con infografiche di supporto. Il comune si attiva anche nell'incentivarne il riuso, sul sito web http://www.dati.gov.it/, sono presenti open data del tuo comune?",1 volta al mese,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",71,0,si,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende, aumentare formazione di tecnologie open source, aumentare le politiche a supporto delle startup",Modena,MO,EMR,GRANDE,184663,,,,,,,,,,,,,,,,,,,,,,,,,,
36019,la connettività non supera i 20 Megabit,si,"si, ha organizzato più eventi",tramite mail,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi per situazioni di emergenza, Pagamento online tasse e tariffe comunali","è presente e risponde a commenti e domande, è presente anche durante il weekend",non è presente su  twitter,non esiste una sezione open data,saltuariamente vengono organizzati,Ci sono iniziative per l’alfabetizzazione verso giovani,116,0,si,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Maranello,MO,EMR,MEDIO,16969,,,,,,,,,,,,,,,,,,,,,,,,,,
36015,la connettività non supera i 10 Megabit,si,"si, ha organizzato più eventi",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Pagamento online tasse e tariffe comunali, URP online, Sportello Unico online",è presente anche durante il weekend,è presente e risponde,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,"Non c'è dato preciso, meno di 5 sul territorio comunale",In fase di realizzazione,In programma a livello di Distretto Ceramico ,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, avviare coderdojo, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Formigine,MO,EMR,GRANDE,33832,,,,,,,,,,,,,,,,,,,,,,,,,,
